"Rank","Artist Name","Country","Genre","Viberate Rank","Spotify Rank","Spotify Followers 1m","Spotify Followers Total","Spotify Monthly Streams 1m","Spotify Monthly Streams Total","Spotify Monthly Listeners 1m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1m","YouTube Subscribers Total","YouTube Views 1m","YouTube Views Total","YouTube Likes 1m","YouTube Likes Total","Social Rank","TikTok Followers 1m","TikTok Followers Total","TikTok Likes 1m","TikTok Views 1m","Instagram Followers 1m","Instagram Followers Total","Instagram Likes 1m","Facebook Followers 1m","Facebook Followers Total","Twitter Followers 1m","Twitter Followers Total","Twitter Likes 1m","Deezer Fans 1m","Deezer Fans Total","SoundCloud Followers 1m","SoundCloud Followers Total","SoundCloud Plays 1m","Shazam Shazams 1m","Radio Airplay Rank","Radio Airplay Spins 1m","Radio Airplay Countries with Spins 1m","Radio Airplay Stations with Spins 1m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1m","Beatport Track Performance Points Total"
"446","Elley Duhé","United States","Pop","864","446","N/A","448108","N/A","2397889952","N/A","22543754","172384633","1916","N/A","703000","N/A","839828589","N/A","13054582","14595","N/A","423400","N/A","N/A","N/A","166789","N/A","N/A","30801","N/A","10791","N/A","N/A","35729","N/A","29148","N/A","N/A","702","N/A","N/A","N/A","1068","39","8","544","N/A","3924.0640600220377"
"447","Gucci Mane","United States","Hip Hop","431","447","N/A","4965129","N/A","12438898220","N/A","15304222","121945803","334","N/A","5400000","N/A","7931981203","N/A","72489890","650","N/A","133000","N/A","N/A","N/A","17417447","N/A","N/A","11105128","N/A","9385945","N/A","N/A","836204","N/A","1021668","N/A","N/A","1246","N/A","N/A","N/A","11339","187","25","2020","N/A","1989.011837865056"
"448","Shaggy","Jamaica","Reggae","579","448","N/A","2012592","N/A","4626608155","N/A","17574465","81360037","382","N/A","2580000","N/A","3563469129","N/A","23712304","6228","N/A","378900","N/A","N/A","N/A","913193","N/A","N/A","2128609","N/A","130228","N/A","N/A","798655","N/A","43095","N/A","N/A","352","N/A","N/A","N/A","2434","140","12","390","N/A","2043.4356865256464"
"449","Chase Atlantic","Australia","R&B","682","449","N/A","5436944","N/A","3731025072","N/A","12718098","7793999","1800","N/A","1980000","N/A","675546945","N/A","11886525","4160","N/A","1100000","N/A","N/A","N/A","2193151","N/A","N/A","195544","N/A","251434","N/A","N/A","263740","N/A","184737","N/A","N/A","25023","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"450","NF","United States","Hip Hop","316","450","N/A","8868691","N/A","9646492275","N/A","16499259","75729932","220","N/A","9410000","N/A","4286406412","N/A","58331116","3466","N/A","84300","N/A","N/A","N/A","3405279","N/A","N/A","1420356","N/A","731392","N/A","N/A","513279","N/A","509984","N/A","N/A","1893","N/A","N/A","N/A","23240","N/A","N/A","N/A","N/A","N/A"
"451","Chance The Rapper","United States","Hip Hop","825","451","N/A","5924318","N/A","10962037967","N/A","10564927","91326008","940","N/A","1640000","N/A","4619753754","N/A","38081894","554","N/A","2200000","N/A","N/A","N/A","19054166","N/A","N/A","3275920","N/A","7955387","N/A","N/A","148650","N/A","1897997","N/A","N/A","4723","N/A","N/A","N/A","29616","80","13","653","N/A","304.0658883362761"
"452","Nav","Canada","Hip Hop","910","452","N/A","3368959","N/A","8950759735","N/A","14766714","82809076","1862","N/A","1560000","N/A","1455309031","N/A","16328299","5485","N/A","198400","N/A","N/A","N/A","2176446","N/A","N/A","564997","N/A","843854","N/A","N/A","173311","N/A","673898","N/A","N/A","6230","N/A","N/A","N/A","15527","126","7","183","N/A","310.9004751677746"
"453","Beabadoobee","United Kingdom","Rock","508","453","N/A","2383241","N/A","2733238643","N/A","15501950","89618325","1184","N/A","1000000","N/A","990789461","N/A","17453320","345","N/A","2700000","N/A","N/A","N/A","2732273","N/A","N/A","645660","N/A","226931","N/A","N/A","45623","N/A","62660","N/A","N/A","2779","N/A","N/A","N/A","88213","3","1","59","N/A","6.856550292257313"
"454","LUNAY","Puerto Rico","Latin","785","454","N/A","8783978","N/A","4323403231","N/A","9678516","54430386","1165","N/A","5180000","N/A","2912630740","N/A","20828817","2752","N/A","3700000","N/A","N/A","N/A","10287725","N/A","N/A","2079294","N/A","1183992","N/A","N/A","871374","N/A","49784","N/A","N/A","4034","N/A","N/A","N/A","78694","2","0","0","N/A","4.325997817068587"
"455","Christina Perri","United States","Pop","722","455","N/A","3683624","N/A","3130080645","N/A","12077607","81035928","685","N/A","6530000","N/A","4794925123","N/A","34999378","6699","N/A","240300","N/A","N/A","N/A","1175266","N/A","N/A","6203244","N/A","967786","N/A","N/A","852743","N/A","14567","N/A","N/A","1121","N/A","N/A","N/A","138835","3","2","57","N/A","184.86748376008836"
"456","Foster the People","United States","Pop","846","456","N/A","3753028","N/A","3948256004","N/A","13532784","97967471","873","N/A","3240000","N/A","2227930412","N/A","21262641","9682","N/A","40000","N/A","N/A","N/A","540144","N/A","N/A","4489496","N/A","856647","N/A","N/A","1041826","N/A","159631","N/A","N/A","774","N/A","N/A","N/A","28475","45","9","121","N/A","242.88512576667597"
"457","Disclosure","United Kingdom","Electronic","1122","457","N/A","2139842","N/A","5203224509","N/A","14624685","109423942","1807","N/A","1720000","N/A","1351553355","N/A","8832953","4919","N/A","179100","N/A","N/A","N/A","886933","N/A","N/A","1836082","N/A","539128","N/A","N/A","934919","N/A","1352524","N/A","N/A","1643","N/A","N/A","N/A","180","301","88","8722","N/A","39177.16979569112"
"458","Ana Castela","Brazil","Latin","102","458","N/A","2587776","N/A","2268024031","N/A","15412811","54962796","432","N/A","2450000","N/A","920634079","N/A","7805686","53","N/A","8900000","N/A","N/A","N/A","10012885","N/A","N/A","794768","N/A","20771","N/A","N/A","509111","N/A","N/A","N/A","N/A","3021","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"459","Brent Faiyaz","United States","R&B","428","459","N/A","4391998","N/A","5596111647","N/A","20281232","68234998","1698","N/A","1360000","N/A","838493758","N/A","9381692","1195","N/A","1300000","N/A","N/A","N/A","4119646","N/A","N/A","219071","N/A","576321","N/A","N/A","155044","N/A","326098","N/A","N/A","2708","N/A","N/A","N/A","70465","11","3","57","N/A","11.569695860541934"
"460","Rick Ross","United States","Hip Hop","464","460","N/A","7004034","N/A","11404253723","N/A","12110304","102983326","379","N/A","3380000","N/A","6374132586","N/A","43091426","357","N/A","N/A","N/A","N/A","N/A","18583793","N/A","N/A","12531012","N/A","4774140","N/A","N/A","1640136","N/A","187300","N/A","N/A","1835","N/A","N/A","N/A","12796","264","24","1663","N/A","438.363506765571"
"461","Iann dior","United States","Hip Hop","1507","461","N/A","1762003","N/A","5261015638","N/A","12504163","69247015","2062","N/A","1240000","N/A","1298791758","N/A","19965314","7918","N/A","542000","N/A","N/A","N/A","1467032","N/A","N/A","877272","N/A","368257","N/A","N/A","159419","N/A","320816","N/A","N/A","1193","N/A","N/A","N/A","35503","35","4","207","N/A","68.13485763748051"
"462","Marc Anthony","United States","Latin","293","462","N/A","9199544","N/A","6911112328","N/A","11472424","71056714","103","N/A","6950000","N/A","12900223417","N/A","38882080","585","N/A","2000000","N/A","N/A","N/A","13089472","N/A","N/A","18790671","N/A","11278056","N/A","N/A","2480112","N/A","36779","N/A","N/A","N/A","N/A","N/A","N/A","86037","16","0","0","N/A","16.542776477742752"
"463","Matheus & Kauan","Brazil","Latin","269","463","N/A","11271738","N/A","5790233395","N/A","11959135","57824272","158","N/A","10700000","N/A","7800321853","N/A","43625635","1381","N/A","1400000","N/A","N/A","N/A","7260328","N/A","N/A","5220661","N/A","1101577","N/A","N/A","3784476","N/A","N/A","N/A","N/A","1084","N/A","N/A","N/A","114482","3","1","15","N/A","25.251898350237752"
"464","Scorpions","Germany","Rock","453","464","N/A","6607983","N/A","4734384407","N/A","13237541","96065731","429","N/A","4350000","N/A","3736478505","N/A","18286524","4083","N/A","144900","N/A","N/A","N/A","1644792","N/A","N/A","7099353","N/A","402877","N/A","N/A","3114602","N/A","25253","N/A","N/A","106","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"465","Mau y Ricky","Venezuela","Pop","662","465","N/A","6728811","N/A","3711633540","N/A","12601013","58071051","502","N/A","4200000","N/A","4629601573","N/A","24936947","1407","N/A","5800000","N/A","N/A","N/A","6806543","N/A","N/A","3554426","N/A","891547","N/A","N/A","744023","N/A","3431","N/A","N/A","868","N/A","N/A","N/A","95463","2","0","0","N/A","4.972053605973329"
"466","Passenger","United Kingdom","Rock","708","466","N/A","3228367","N/A","4211487999","N/A","13899802","102915463","748","N/A","7060000","N/A","4462205789","N/A","24547334","8959","N/A","58300","N/A","N/A","N/A","451359","N/A","N/A","3797816","N/A","389460","N/A","N/A","1304846","N/A","182380","N/A","N/A","560","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"467","Lil Yachty","United States","Hip Hop","532","467","N/A","9216857","N/A","10759475240","N/A","12913144","107730463","780","N/A","2910000","N/A","3787485176","N/A","41650363","527","N/A","8300000","N/A","N/A","N/A","11139736","N/A","N/A","2632203","N/A","5430738","N/A","N/A","372094","N/A","1026192","N/A","N/A","9559","N/A","N/A","N/A","7766","135","13","469","N/A","690.2794351519359"
"468","The White Stripes","United States","Rock","1171","468","N/A","2897325","N/A","2889453303","N/A","15730666","118342959","3263","N/A","870000","N/A","819153156","N/A","7161561","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1191008","N/A","16590","N/A","N/A","748","N/A","N/A","N/A","125349","15","0","0","N/A","3.9603069240826443"
"469","$uicideBoy$","United States","Hip Hop","427","469","N/A","5912614","N/A","11071126829","N/A","11110697","17709365","749","N/A","3700000","N/A","2855198296","N/A","34033816","1873","N/A","N/A","N/A","N/A","N/A","2797550","N/A","N/A","2020221","N/A","N/A","N/A","N/A","510841","N/A","1860343","N/A","N/A","22384","N/A","N/A","N/A","63442","37","3","56","N/A","31.94587153862972"
"470","Timbaland","United States","Hip Hop","585","470","N/A","2580275","N/A","6445260551","N/A","16997434","124544114","470","N/A","2150000","N/A","3977249788","N/A","21853538","2157","N/A","938800","N/A","N/A","N/A","4088732","N/A","N/A","6116234","N/A","1610276","N/A","N/A","1046572","N/A","73578","N/A","N/A","563","N/A","N/A","N/A","49886","92","1","12","N/A","48.371856893958274"
"471","Dan + Shay","United States","Country","1071","471","N/A","3038314","N/A","4553099673","N/A","14096199","102477682","2806","N/A","1710000","N/A","1377907498","N/A","9596891","5665","N/A","1200000","N/A","N/A","N/A","1162243","N/A","N/A","697490","N/A","581338","N/A","N/A","110845","N/A","40540","N/A","N/A","589","N/A","N/A","N/A","106634","5","0","0","N/A","11.888818851756456"
"472","Maren Morris","United States","Country","1696","472","N/A","758495","N/A","4174766666","N/A","13962910","118019644","2732","N/A","448000","N/A","1108314104","N/A","7637535","4807","N/A","498800","N/A","N/A","N/A","1639512","N/A","N/A","618802","N/A","853199","N/A","N/A","74083","N/A","7448","N/A","N/A","864","N/A","N/A","N/A","16619","7","6","842","N/A","456.31340207507486"
"473","6ix9ine","United States","Hip Hop","134","473","N/A","6965676","N/A","6727449686","N/A","11333833","35469321","147","N/A","21800000","N/A","8519861343","N/A","95995127","78","N/A","9600000","N/A","N/A","N/A","25903302","N/A","N/A","4020963","N/A","759186","N/A","N/A","726902","N/A","972255","N/A","N/A","3486","N/A","N/A","N/A","33608","45","13","347","N/A","108.16426287435938"
"474","a-ha","Norway","Pop","771","474","N/A","2069042","N/A","6068966572","N/A","17574059","109274052","1042","N/A","1760000","N/A","2477080623","N/A","16009467","16403","N/A","N/A","N/A","N/A","N/A","322925","N/A","N/A","1716849","N/A","77587","N/A","N/A","887191","N/A","9869","N/A","N/A","79","N/A","N/A","N/A","102477","4","0","0","N/A","3.7430925557934165"
"475","Black Sabbath","United Kingdom","Metal","612","475","N/A","7152992","N/A","6456827284","N/A","14420364","55088709","2487","N/A","1790000","N/A","774227201","N/A","6328519","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2551838","N/A","44975","N/A","N/A","288","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"476","Zendaya","United States","Pop","781568","476","N/A","4184821","N/A","2445746890","N/A","13391936","25736109","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10512","N/A","N/A","N/A","134579","6","0","0","N/A","1.584122769633057"
"477","The Strokes","United States","Rock","724","477","N/A","5151643","N/A","4710094855","N/A","12747338","63598020","1473","N/A","1710000","N/A","1160316776","N/A","8531874","4423","N/A","1414","N/A","N/A","N/A","1372737","N/A","N/A","4260236","N/A","666563","N/A","N/A","1424239","N/A","217454","N/A","N/A","904","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"478","B.o.B","United States","Hip Hop","819","478","N/A","2130614","N/A","5548662200","N/A","18934912","58067775","1093","N/A","1220000","N/A","2923388508","N/A","18183363","5709","N/A","7471","N/A","N/A","N/A","813038","N/A","N/A","8598708","N/A","1918106","N/A","N/A","1137153","N/A","8053087","N/A","N/A","765","N/A","N/A","N/A","33145","101","4","57","N/A","78.33297141863451"
"479","Sid Sriram","United States","Pop","841","479","N/A","13039638","N/A","2483356402","N/A","12072739","14890143","1644","N/A","1170000","N/A","2417918855","N/A","17702330","2548","N/A","174300","N/A","N/A","N/A","1996088","N/A","N/A","841222","N/A","246854","N/A","N/A","10021","N/A","8331","N/A","N/A","5575","N/A","N/A","N/A","83729","5","0","0","N/A","6.276712139012901"
"480","Van Halen","United States","Rock","839","480","N/A","5565336","N/A","5350248565","N/A","14101471","103372437","4232","N/A","595000","N/A","638817187","N/A","4036191","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1554003","N/A","16351","N/A","N/A","87","N/A","N/A","N/A","36322","1","1","778","N/A","31.84662992247621"
"481","David Kushner","United States","Pop","253","481","N/A","1217580","N/A","856153717","N/A","25074615","160243255","976","N/A","706000","N/A","178404472","N/A","4940446","282","N/A","4500000","N/A","N/A","N/A","1177425","N/A","N/A","6095","N/A","1283","N/A","N/A","26913","N/A","10529","N/A","N/A","38413","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"482","Alesso","Sweden","Electronic","617","482","N/A","3967260","N/A","5677538216","N/A","19263746","163299197","1260","N/A","2530000","N/A","1853362479","N/A","14895111","1847","N/A","749600","N/A","N/A","N/A","3549049","N/A","N/A","3743845","N/A","2073531","N/A","N/A","2634097","N/A","722229","N/A","N/A","437","N/A","N/A","N/A","765","261","74","7565","N/A","15246.100328950546"
"483","Luke Bryan","United States","Country","451","483","N/A","8463003","N/A","6126979832","N/A","11744256","40963021","752","N/A","3130000","N/A","3011464873","N/A","12787156","715","N/A","4200000","N/A","N/A","N/A","6668406","N/A","N/A","9961719","N/A","9315679","N/A","N/A","553945","N/A","111480","N/A","N/A","167","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"484","Joan Sebastian","Mexico","Latin","567","484","N/A","9117496","N/A","4083576828","N/A","10870446","30533539","622","N/A","1880000","N/A","2252892396","N/A","8133489","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1295735","N/A","9698","N/A","N/A","654","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"485","B Praak","India","Pop","195","485","N/A","7624511","N/A","1704545930","N/A","14628509","13029431","95","N/A","2420000","N/A","17852472442","N/A","175337154","149","N/A","N/A","N/A","N/A","N/A","8945889","N/A","N/A","1895689","N/A","56305","N/A","N/A","14987","N/A","N/A","N/A","N/A","9223","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"486","James Bay","United Kingdom","Pop","1281","486","N/A","3946583","N/A","4519684652","N/A","11443388","84479696","1955","N/A","1960000","N/A","1341795973","N/A","9652376","6670","N/A","188300","N/A","N/A","N/A","1174877","N/A","N/A","1019843","N/A","389456","N/A","N/A","761929","N/A","120377","N/A","N/A","816","N/A","N/A","N/A","14170","4","1","67","N/A","128.64900901191868"
"487","Limp Bizkit","United States","Metal","678","487","N/A","5296644","N/A","3695788894","N/A","13316980","60564018","968","N/A","1930000","N/A","1791499154","N/A","9866405","6183","N/A","42800","N/A","N/A","N/A","728618","N/A","N/A","4575710","N/A","66521","N/A","N/A","1750750","N/A","78846","N/A","N/A","786","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"488","Ella Henderson","United Kingdom","Pop","963","488","N/A","1590611","N/A","2624218839","N/A","16501563","181015984","4275","N/A","649000","N/A","529100548","N/A","3223402","4434","N/A","277900","N/A","N/A","N/A","550961","N/A","N/A","691570","N/A","996941","N/A","N/A","308652","N/A","36383","N/A","N/A","323","N/A","N/A","N/A","412","104","30","1971","N/A","11120.337596640395"
"489","DNCE","United States","Pop","1155","489","N/A","4577757","N/A","3134707291","N/A","11783240","80675843","2083","N/A","2120000","N/A","1015220194","N/A","8623513","5875","N/A","454700","N/A","N/A","N/A","2112617","N/A","N/A","827097","N/A","277382","N/A","N/A","356873","N/A","26217","N/A","N/A","652","N/A","N/A","N/A","67047","7","0","0","N/A","27.838501322967105"
"490","Amitabh Bhattacharya","India","Pop","826","490","N/A","123827","N/A","2031976827","N/A","24882847","14235477","2673","N/A","21100","N/A","1815951339","N/A","12367644","32700","N/A","N/A","N/A","N/A","N/A","62784","N/A","N/A","124823","N/A","6649","N/A","N/A","896","N/A","N/A","N/A","N/A","12742","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"491","Lukas Graham","Denmark","Pop","861","491","N/A","2126308","N/A","4224398031","N/A","14199902","101523686","956","N/A","5190000","N/A","3165205753","N/A","24979369","6008","N/A","1100000","N/A","N/A","N/A","661825","N/A","N/A","816736","N/A","192580","N/A","N/A","503380","N/A","91114","N/A","N/A","419","N/A","N/A","N/A","16222","16","2","36","N/A","95.94055569806012"
"492","MNEK","United Kingdom","Pop","1952","492","N/A","279614","N/A","3330228825","N/A","12701961","146971765","2880","N/A","189000","N/A","1180246363","N/A","8302145","28396","N/A","19400","N/A","N/A","N/A","183030","N/A","N/A","125167","N/A","147613","N/A","N/A","154799","N/A","115660","N/A","N/A","1534","N/A","N/A","N/A","839","168","23","1832","N/A","9138.426680231698"
"493","Zach Bryan","United States","Country","312","493","N/A","1844557","N/A","3568023389","N/A","15309955","48441599","2533","N/A","760000","N/A","278620079","N/A","2401181","312","N/A","2200000","N/A","N/A","N/A","2450382","N/A","N/A","N/A","N/A","424469","N/A","N/A","10848","N/A","74246","N/A","N/A","1434","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"494","Quavo","United States","Hip Hop","330","494","N/A","6850717","N/A","16457779680","N/A","16664793","186931330","297","N/A","1280000","N/A","7908670259","N/A","68186487","178","N/A","1600000","N/A","N/A","N/A","23736027","N/A","N/A","1777119","N/A","3846464","N/A","N/A","600525","N/A","152885","N/A","N/A","3111","N/A","N/A","N/A","31560","99","16","511","N/A","205.3687891675862"
"495","Clairo","United States","Pop","917","495","N/A","4068635","N/A","4914944275","N/A","14072568","51564365","3716","N/A","2020000","N/A","488040750","N/A","11573607","1907","N/A","5384","N/A","N/A","N/A","3649827","N/A","N/A","1325882","N/A","531958","N/A","N/A","354324","N/A","337969","N/A","N/A","6459","N/A","N/A","N/A","100828","3","0","0","N/A","7.889921892288389"
"496","Em Beihold","United States","Pop","1011","496","N/A","359490","N/A","1063147132","N/A","23429453","147919815","1998","N/A","566000","N/A","249586977","N/A","9962733","9128","N/A","1200000","N/A","N/A","N/A","539886","N/A","N/A","24574","N/A","5229","N/A","N/A","6786","N/A","6187","N/A","N/A","3415","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
